16,0.000500,2000,1.000000,0.000000,0.000000,0.200000::5::0.033479
16,0.000500,2000,1.000000,0.000000,0.000000,0.400000::5::0.039944
16,0.000500,2000,1.000000,0.000000,0.010000,0.200000::5::0.034312
16,0.000500,2000,1.000000,0.000000,0.010000,0.400000::5::0.040976
16,0.000500,2000,1.000000,0.000000,0.030000,0.200000::5::0.032646
16,0.000500,2000,1.000000,0.000000,0.030000,0.400000::5::0.042086
16,0.000500,2000,1.000000,0.000000,0.050000,0.200000::5::0.031813
16,0.000500,2000,1.000000,0.000000,0.050000,0.400000::5::0.041055
16,0.000500,2000,1.000000,0.000000,0.100000,0.200000::5::0.034153
16,0.000500,2000,1.000000,0.000000,0.100000,0.400000::5::0.039706
16,0.000500,2000,1.000000,0.000000,0.150000,0.200000::5::0.032804
16,0.000500,2000,1.000000,0.000000,0.150000,0.400000::4::0.038516
16,0.000500,2000,1.000000,0.000000,0.200000,0.200000::5::0.033161
16,0.000500,2000,1.000000,0.000000,0.200000,0.400000::5::0.040539
16,0.000500,2000,1.000000,0.000000,0.300000,0.200000::5::0.032685
16,0.000500,2000,1.000000,0.000000,0.300000,0.400000::5::0.039270
16,0.000500,2000,1.000000,0.000000,0.500000,0.200000::5::0.031416
16,0.000500,2000,1.000000,0.000000,0.500000,0.400000::5::0.040182
16,0.000500,2000,1.000000,0.010000,0.000000,0.200000::5::0.033955
16,0.000500,2000,1.000000,0.010000,0.000000,0.400000::5::0.039905
16,0.000500,2000,1.000000,0.010000,0.010000,0.200000::5::0.034708
16,0.000500,2000,1.000000,0.010000,0.010000,0.400000::5::0.040976
16,0.000500,2000,1.000000,0.010000,0.030000,0.200000::5::0.034074
16,0.000500,2000,1.000000,0.010000,0.030000,0.400000::5::0.041055
16,0.000500,2000,1.000000,0.010000,0.050000,0.200000::5::0.032051
16,0.000500,2000,1.000000,0.010000,0.050000,0.400000::5::0.041055
16,0.000500,2000,1.000000,0.010000,0.100000,0.200000::5::0.032963
16,0.000500,2000,1.000000,0.010000,0.100000,0.400000::5::0.041174
16,0.000500,2000,1.000000,0.010000,0.150000,0.200000::5::0.035422
16,0.000500,2000,1.000000,0.010000,0.150000,0.400000::5::0.040301
16,0.000500,2000,1.000000,0.010000,0.200000,0.200000::5::0.033915
16,0.000500,2000,1.000000,0.010000,0.200000,0.400000::4::0.038477
16,0.000500,2000,1.000000,0.010000,0.300000,0.200000::5::0.033836
